GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit
326,116,2,4.5,3.0,9.08,1,0.8
318,109,1,3.5,3.5,9.12,0,0.78
329,110,2,4.0,3.0,9.15,1,0.84
332,118,2,4.5,3.5,9.36,1,0.9
331,115,5,4.0,3.5,9.44,1,0.92
340,120,4,4.5,4.0,9.92,1,0.97
325,112,2,3.0,3.5,8.96,1,0.8
320,113,2,2.0,2.5,8.64,1,0.81
315,105,3,2.0,2.5,8.48,0,0.75
326,114,3,3.0,3.0,9.11,1,0.83
339,116,4,4.0,3.5,9.8,1,0.96
311,106,2,3.5,3.0,8.26,1,0.79
334,114,4,4.0,4.0,9.43,1,0.93
332,116,5,5.0,5.0,9.28,1,0.94
321,112,5,5.0,5.0,9.06,1,0.86
324,105,3,3.0,4.0,8.75,0,0.79
326,108,3,3.0,3.5,8.89,0,0.8
312,109,3,3.0,3.0,8.69,0,0.77
315,105,3,2.0,2.5,8.34,0,0.7
309,104,2,2.0,2.5,8.26,0,0.65
306,106,2,2.0,2.5,8.14,0,0.61
297,100,1,1.5,2.0,7.9,0,0.52
315,103,1,1.5,2.0,7.86,0,0.57
298,99,1,1.5,3.0,7.46,0,0.53
318,109,3,3.0,3.0,8.5,0,0.67
317,105,3,3.5,3.0,8.56,0,0.68
329,111,4,4.5,4.0,9.01,1,0.81
322,110,5,4.5,4.0,8.97,0,0.78
302,102,3,3.5,5.0,8.33,0,0.65
313,102,3,2.0,3.0,8.27,0,0.64
293,97,2,2.0,4.0,7.8,1,0.64
311,99,2,2.5,3.0,7.98,0,0.65
312,101,2,2.5,3.5,8.04,1,0.68
334,117,5,4.0,4.5,9.07,1,0.89
322,110,4,4.0,5.0,9.13,1,0.86
323,113,4,4.0,4.5,9.23,1,0.89
321,111,4,4.0,4.0,8.97,1,0.87
320,111,4,4.5,3.5,8.87,1,0.85
329,119,4,4.5,4.5,9.16,1,0.9
319,110,3,3.5,3.5,9.04,0,0.82
309,108,3,2.5,3.0,8.12,0,0.72
307,102,3,3.0,3.0,8.27,0,0.73
300,104,3,3.5,3.0,8.16,0,0.71
305,107,2,2.5,2.5,8.42,0,0.71
299,100,2,3.0,3.5,7.88,0,0.68
314,110,3,4.0,4.0,8.8,0,0.75
316,106,2,2.5,4.0,8.32,0,0.72
327,113,4,4.5,4.5,9.11,1,0.89
317,107,3,3.5,3.0,8.68,1,0.84
335,118,5,4.5,3.5,9.44,1,0.93
331,115,5,4.5,3.5,9.36,1,0.93
324,112,5,5.0,5.0,9.08,1,0.88
324,111,5,4.5,4.0,9.16,1,0.9
323,110,5,4.0,5.0,8.98,1,0.87
322,114,5,4.5,4.0,8.94,1,0.86
336,118,5,4.5,5.0,9.53,1,0.94
316,109,3,3.5,3.0,8.76,0,0.77
307,107,2,3.0,3.5,8.52,1,0.78
306,105,2,3.0,2.5,8.26,0,0.73
310,106,2,3.5,2.5,8.33,0,0.73
311,104,3,4.5,4.5,8.43,0,0.7
313,107,3,4.0,4.5,8.69,0,0.72
317,103,3,2.5,3.0,8.54,1,0.73
315,110,2,3.5,3.0,8.46,1,0.72
340,120,5,4.5,4.5,9.91,1,0.97
334,120,5,4.0,5.0,9.87,1,0.97
298,105,3,3.5,4.0,8.54,0,0.69
295,99,2,2.5,3.0,7.65,0,0.57
315,99,2,3.5,3.0,7.89,0,0.63
310,102,3,3.5,4.0,8.02,1,0.66
305,106,2,3.0,3.0,8.16,0,0.64
301,104,3,3.5,4.0,8.12,1,0.68
325,108,4,4.5,4.0,9.06,1,0.79
328,110,4,5.0,4.0,9.14,1,0.82
338,120,4,5.0,5.0,9.66,1,0.95
333,119,5,5.0,4.5,9.78,1,0.96
331,117,4,4.5,5.0,9.42,1,0.94
330,116,5,5.0,4.5,9.36,1,0.93
322,112,4,4.5,4.5,9.26,1,0.91
321,109,4,4.0,4.0,9.13,1,0.85
324,110,4,3.0,3.5,8.97,1,0.84
312,104,3,3.5,3.5,8.42,0,0.74
313,103,3,4.0,4.0,8.75,0,0.76
316,110,3,3.5,4.0,8.56,0,0.75
324,113,4,4.5,4.0,8.79,0,0.76
308,109,2,3.0,4.0,8.45,0,0.71
305,105,2,3.0,2.0,8.23,0,0.67
296,99,2,2.5,2.5,8.03,0,0.61
306,110,2,3.5,4.0,8.45,0,0.63
312,110,2,3.5,3.0,8.53,0,0.64
318,112,3,4.0,3.5,8.67,0,0.71
324,111,4,3.0,3.0,9.01,1,0.82
313,104,3,4.0,4.5,8.65,0,0.73
319,106,3,3.5,2.5,8.33,1,0.74
312,107,2,2.5,3.5,8.27,0,0.69
304,100,2,2.5,3.5,8.07,0,0.64
330,113,5,5.0,4.0,9.31,1,0.91
326,111,5,4.5,4.0,9.23,1,0.88
325,112,4,4.0,4.5,9.17,1,0.85
329,114,5,4.5,5.0,9.19,1,0.86
310,104,3,2.0,3.5,8.37,0,0.7
299,100,1,1.5,2.0,7.89,0,0.59
296,101,1,2.5,3.0,7.68,0,0.6
317,103,2,2.5,2.0,8.15,0,0.65
324,115,3,3.5,3.0,8.76,1,0.7
325,114,3,3.5,3.0,9.04,1,0.76
314,107,2,2.5,4.0,8.56,0,0.63
328,110,4,4.0,2.5,9.02,1,0.81
316,105,3,3.0,3.5,8.73,0,0.72
311,104,2,2.5,3.5,8.48,0,0.71
324,110,3,3.5,4.0,8.87,1,0.8
321,111,3,3.5,4.0,8.83,1,0.77
320,104,3,3.0,2.5,8.57,1,0.74
316,99,2,2.5,3.0,9.0,0,0.7
318,100,2,2.5,3.5,8.54,1,0.71
335,115,4,4.5,4.5,9.68,1,0.93
321,114,4,4.0,5.0,9.12,0,0.85
307,110,4,4.0,4.5,8.37,0,0.79
309,99,3,4.0,4.0,8.56,0,0.76
324,100,3,4.0,5.0,8.64,1,0.78
326,102,4,5.0,5.0,8.76,1,0.77
331,119,4,5.0,4.5,9.34,1,0.9
327,108,5,5.0,3.5,9.13,1,0.87
312,104,3,3.5,4.0,8.09,0,0.71
308,103,2,2.5,4.0,8.36,1,0.7
324,111,3,2.5,1.5,8.79,1,0.7
325,110,2,3.0,2.5,8.76,1,0.75
313,102,3,2.5,2.5,8.68,0,0.71
312,105,2,2.0,2.5,8.45,0,0.72
314,107,3,3.0,3.5,8.17,1,0.73
327,113,4,4.5,5.0,9.14,0,0.83
308,108,4,4.5,5.0,8.34,0,0.77
306,105,2,2.5,3.0,8.22,1,0.72
299,96,2,1.5,2.0,7.86,0,0.54
294,95,1,1.5,1.5,7.64,0,0.49
312,99,1,1.0,1.5,8.01,1,0.52
315,100,1,2.0,2.5,7.95,0,0.58
322,110,3,3.5,3.0,8.96,1,0.78
329,113,5,5.0,4.5,9.45,1,0.89
320,101,2,2.5,3.0,8.62,0,0.7
308,103,2,3.0,3.5,8.49,0,0.66
304,102,2,3.0,4.0,8.73,0,0.67
311,102,3,4.5,4.0,8.64,1,0.68
317,110,3,4.0,4.5,9.11,1,0.8
312,106,3,4.0,3.5,8.79,1,0.81
321,111,3,2.5,3.0,8.9,1,0.8
340,112,4,5.0,4.5,9.66,1,0.94
331,116,5,4.0,4.0,9.26,1,0.93
336,118,5,4.5,4.0,9.19,1,0.92
324,114,5,5.0,4.5,9.08,1,0.89
314,104,4,5.0,5.0,9.02,0,0.82
313,109,3,4.0,3.5,9.0,0,0.79
307,105,2,2.5,3.0,7.65,0,0.58
300,102,2,1.5,2.0,7.87,0,0.56
302,99,2,1.0,2.0,7.97,0,0.56
312,98,1,3.5,3.0,8.18,1,0.64
316,101,2,2.5,2.0,8.32,1,0.61
317,100,2,3.0,2.5,8.57,0,0.68
310,107,3,3.5,3.5,8.67,0,0.76
320,120,3,4.0,4.5,9.11,0,0.86
330,114,3,4.5,4.5,9.24,1,0.9
305,112,3,3.0,3.5,8.65,0,0.71
309,106,2,2.5,2.5,8.0,0,0.62
319,108,2,2.5,3.0,8.76,0,0.66
322,105,2,3.0,3.0,8.45,1,0.65
323,107,3,3.5,3.5,8.55,1,0.73
313,106,2,2.5,2.0,8.43,0,0.62
321,109,3,3.5,3.5,8.8,1,0.74
323,110,3,4.0,3.5,9.1,1,0.79
325,112,4,4.0,4.0,9.0,1,0.8
312,108,3,3.5,3.0,8.53,0,0.69
308,110,4,3.5,3.0,8.6,0,0.7
320,104,3,3.0,3.5,8.74,1,0.76
328,108,4,4.5,4.0,9.18,1,0.84
311,107,4,4.5,4.5,9.0,1,0.78
301,100,3,3.5,3.0,8.04,0,0.67
305,105,2,3.0,4.0,8.13,0,0.66
308,104,2,2.5,3.0,8.07,0,0.65
298,101,2,1.5,2.0,7.86,0,0.54
300,99,1,1.0,2.5,8.01,0,0.58
324,111,3,2.5,2.0,8.8,1,0.79
327,113,4,3.5,3.0,8.69,1,0.8
317,106,3,4.0,3.5,8.5,1,0.75
323,104,3,4.0,4.0,8.44,1,0.73
314,107,2,2.5,4.0,8.27,0,0.72
305,102,2,2.0,2.5,8.18,0,0.62
315,104,3,3.0,2.5,8.33,0,0.67
326,116,3,3.5,4.0,9.14,1,0.81
299,100,3,2.0,2.0,8.02,0,0.63
295,101,2,2.5,2.0,7.86,0,0.69
324,112,4,4.0,3.5,8.77,1,0.8
297,96,2,2.5,1.5,7.89,0,0.43
327,113,3,3.5,3.0,8.66,1,0.8
311,105,2,3.0,2.0,8.12,1,0.73
308,106,3,3.5,2.5,8.21,1,0.75
319,108,3,3.0,3.5,8.54,1,0.71
312,107,4,4.5,4.0,8.65,1,0.73
325,111,4,4.0,4.5,9.11,1,0.83
319,110,3,3.0,2.5,8.79,0,0.72
332,118,5,5.0,5.0,9.47,1,0.94
323,108,5,4.0,4.0,8.74,1,0.81
324,107,5,3.5,4.0,8.66,1,0.81
312,107,3,3.0,3.0,8.46,1,0.75
326,110,3,3.5,3.5,8.76,1,0.79
308,106,3,3.0,3.0,8.24,0,0.58
305,103,2,2.5,3.5,8.13,0,0.59
295,96,2,1.5,2.0,7.34,0,0.47
316,98,1,1.5,2.0,7.43,0,0.49
304,97,2,1.5,2.0,7.64,0,0.47
299,94,1,1.0,1.0,7.34,0,0.42
302,99,1,2.0,2.0,7.25,0,0.57
313,101,3,2.5,3.0,8.04,0,0.62
318,107,3,3.0,3.5,8.27,1,0.74
325,110,4,3.5,4.0,8.67,1,0.73
303,100,2,3.0,3.5,8.06,1,0.64
300,102,3,3.5,2.5,8.17,0,0.63
297,98,2,2.5,3.0,7.67,0,0.59
317,106,2,2.0,3.5,8.12,0,0.73
327,109,3,3.5,4.0,8.77,1,0.79
301,104,2,3.5,3.5,7.89,1,0.68
314,105,2,2.5,2.0,7.64,0,0.7
321,107,2,2.0,1.5,8.44,0,0.81
322,110,3,4.0,5.0,8.64,1,0.85
334,116,4,4.0,3.5,9.54,1,0.93
338,115,5,4.5,5.0,9.23,1,0.91
306,103,2,2.5,3.0,8.36,0,0.69
313,102,3,3.5,4.0,8.9,1,0.77
330,114,4,4.5,3.0,9.17,1,0.86
320,104,3,3.5,4.5,8.34,1,0.74
311,98,1,1.0,2.5,7.46,0,0.57
298,92,1,2.0,2.0,7.88,0,0.51
301,98,1,2.0,3.0,8.03,1,0.67
310,103,2,2.5,2.5,8.24,0,0.72
324,110,3,3.5,3.0,9.22,1,0.89
336,119,4,4.5,4.0,9.62,1,0.95
321,109,3,3.0,3.0,8.54,1,0.79
315,105,2,2.0,2.5,7.65,0,0.39
304,101,2,2.0,2.5,7.66,0,0.38
297,96,2,2.5,2.0,7.43,0,0.34
290,100,1,1.5,2.0,7.56,0,0.47
303,98,1,2.0,2.5,7.65,0,0.56
311,99,1,2.5,3.0,8.43,1,0.71
322,104,3,3.5,4.0,8.84,1,0.78
319,105,3,3.0,3.5,8.67,1,0.73
324,110,4,4.5,4.0,9.15,1,0.82
300,100,3,3.0,3.5,8.26,0,0.62
340,113,4,5.0,5.0,9.74,1,0.96
335,117,5,5.0,5.0,9.82,1,0.96
302,101,2,2.5,3.5,7.96,0,0.46
307,105,2,2.0,3.5,8.1,0,0.53
296,97,2,1.5,2.0,7.8,0,0.49
320,108,3,3.5,4.0,8.44,1,0.76
314,102,2,2.0,2.5,8.24,0,0.64
318,106,3,2.0,3.0,8.65,0,0.71
326,112,4,4.0,3.5,9.12,1,0.84
317,104,2,3.0,3.0,8.76,0,0.77
329,111,4,4.5,4.0,9.23,1,0.89
324,110,3,3.5,3.5,9.04,1,0.82
325,107,3,3.0,3.5,9.11,1,0.84
330,116,4,5.0,4.5,9.45,1,0.91
312,103,3,3.5,4.0,8.78,0,0.67
333,117,4,5.0,4.0,9.66,1,0.95
322,113,4,5.14,3.66,9.59,1,0.88
336,119,5,3.74,4.29,9.82,1,0.98
330,109,3,2.78,4.37,8.73,1,0.8
305,99,3,5.1,4.32,8.63,0,0.68
299,108,3,2.83,2.32,8.26,1,0.64
313,106,4,3.79,3.47,8.31,1,0.69
320,115,4,3.54,3.89,8.79,1,0.8
312,109,2,2.39,4.02,8.26,1,0.7
311,102,1,3.45,2.24,8.19,1,0.62
328,114,5,5.86,4.61,9.58,0,0.89
318,104,3,2.85,1.88,8.43,1,0.67
314,104,2,3.34,4.22,8.38,1,0.71
297,97,1,3.04,2.88,7.43,1,0.51
315,105,3,3.35,3.64,8.27,1,0.69
327,110,4,3.07,3.48,8.6,1,0.77
333,114,4,4.3,5.18,9.7,1,0.95
310,99,3,3.52,2.83,8.19,0,0.61
309,104,4,3.2,2.91,8.38,1,0.68
305,106,1,3.16,4.05,8.07,1,0.65
322,108,3,2.04,2.44,8.27,1,0.69
307,107,3,3.35,2.04,8.33,1,0.65
333,114,5,4.27,4.24,9.02,0,0.83
339,122,4,3.62,3.97,9.92,1,0.99
338,116,3,3.33,2.71,9.08,1,0.84
311,102,2,3.81,4.09,8.48,1,0.7
315,109,4,2.45,2.75,8.88,0,0.74
319,107,3,4.78,4.02,9.16,1,0.81
313,108,3,2.73,2.98,8.41,1,0.7
314,108,2,2.43,2.29,8.19,0,0.63
308,109,4,3.99,3.02,8.83,1,0.75
331,114,4,3.41,3.78,9.62,1,0.91
324,105,3,3.24,3.7,8.33,1,0.71
308,102,1,2.56,3.62,8.34,1,0.67
315,107,2,2.98,2.75,8.36,0,0.66
315,104,4,2.9,3.41,8.52,1,0.72
297,104,1,3.01,2.31,8.1,1,0.6
303,95,0,2.08,2.01,7.03,1,0.44
301,102,2,3.14,2.69,8.44,0,0.63
341,119,6,5.55,5.89,9.88,1,1.03
308,102,3,3.45,3.44,7.91,0,0.6
308,103,2,1.85,2.42,8.34,0,0.63
311,108,3,2.4,3.12,8.38,1,0.7
301,107,2,2.93,4.34,8.22,1,0.68
308,109,3,3.02,3.1,8.37,0,0.67
328,110,3,3.46,2.95,8.62,1,0.75
328,110,4,3.83,3.49,9.37,1,0.86
324,108,2,3.12,2.52,8.69,0,0.71
319,109,4,2.59,2.81,8.97,1,0.78
310,106,4,2.1,3.62,8.47,1,0.72
305,100,1,1.13,1.98,7.98,1,0.58
300,108,4,4.44,3.69,8.24,0,0.65
293,95,2,1.87,1.68,7.6,0,0.47
324,109,4,3.42,4.9,8.49,0,0.75
318,104,4,3.55,3.83,9.36,0,0.81
315,105,4,5.94,5.54,8.76,0,0.76
320,108,4,4.79,4.34,9.32,1,0.85
307,102,1,2.16,2.86,7.73,1,0.58
316,100,2,3.1,3.34,8.38,0,0.65
315,99,2,2.82,3.36,8.25,1,0.66
308,105,3,4.32,4.2,8.45,0,0.68
302,93,1,0.31,1.99,7.0,1,0.44
313,106,2,3.62,3.4,8.19,1,0.67
326,108,3,2.37,2.28,8.56,0,0.7
314,104,2,3.93,3.2,8.49,1,0.69
334,113,3,4.35,4.04,9.35,1,0.88
310,107,2,3.67,3.06,8.61,0,0.68
330,115,4,5.23,5.42,8.93,1,0.86
308,105,3,2.85,2.13,7.89,0,0.58
303,95,2,2.73,2.62,7.53,0,0.5
303,110,4,3.72,3.9,8.99,1,0.78
323,114,3,3.48,4.07,8.71,1,0.79
311,103,3,3.91,3.01,8.31,0,0.64
337,124,5,6.14,6.18,9.62,0,0.98
303,98,2,2.69,2.38,7.7,1,0.55
339,114,4,4.28,5.11,9.48,0,0.91
335,114,5,5.08,4.11,9.59,0,0.9
333,113,4,4.09,3.06,9.09,1,0.83
331,109,4,3.21,3.54,8.7,1,0.78
319,108,4,1.92,3.62,8.38,1,0.73
313,110,3,2.99,3.08,8.29,0,0.67
296,95,2,2.25,2.2,7.18,0,0.44
325,117,4,3.96,4.37,9.04,1,0.85
315,104,3,3.5,3.32,8.51,1,0.71
322,110,3,3.25,3.14,8.96,0,0.76
327,116,4,3.72,3.63,8.9,0,0.8
328,114,5,4.83,4.91,9.66,1,0.94
311,101,3,4.33,4.4,8.65,1,0.73
300,98,3,1.77,2.46,7.74,0,0.53
318,102,1,1.84,2.77,7.96,1,0.62
308,104,3,3.52,4.36,8.21,0,0.66
313,105,4,3.76,3.87,8.75,1,0.75
332,112,4,4.84,4.17,9.72,1,0.93
313,105,3,3.5,3.37,8.52,1,0.71
319,102,2,3.65,4.28,8.69,1,0.75
321,106,4,4.0,4.43,8.52,1,0.75
313,107,4,4.98,4.59,8.8,1,0.78
321,108,2,3.08,3.94,8.15,1,0.7
322,107,6,4.51,5.38,9.27,1,0.88
305,100,1,1.94,2.03,7.91,1,0.57
307,103,3,3.72,4.35,8.26,0,0.66
338,113,4,5.38,4.69,9.98,1,0.95
313,103,2,1.85,2.48,7.91,0,0.61
323,111,3,3.51,3.59,8.85,1,0.79
309,102,4,2.32,2.93,8.37,0,0.65
314,111,4,3.84,4.56,8.74,1,0.76
318,115,4,4.88,3.4,8.74,1,0.78
338,122,4,5.29,5.05,9.52,1,0.96
310,110,4,4.32,4.48,8.9,1,0.77
309,104,3,3.52,4.67,8.48,1,0.7
329,111,3,3.7,3.42,9.28,1,0.85
308,104,2,2.71,3.68,8.04,0,0.64
316,106,4,4.78,3.73,8.65,1,0.72
302,99,2,2.6,4.01,8.25,0,0.63
330,115,5,4.4,3.71,9.5,1,0.9
317,108,4,4.04,3.84,8.61,1,0.73
314,105,2,1.8,2.74,7.71,0,0.58
322,99,3,2.55,2.72,8.23,0,0.66
322,118,5,4.83,4.27,9.6,1,0.92
311,107,4,3.52,3.72,8.19,0,0.66
322,112,3,2.78,3.32,8.97,1,0.8
337,112,4,4.83,3.83,9.47,1,0.87
305,95,1,0.66,1.51,7.7,0,0.53
322,106,4,4.71,3.93,9.05,1,0.78
296,95,-1,0.73,2.02,7.18,0,0.42
317,102,2,2.35,1.84,8.57,0,0.68
327,106,2,1.63,2.99,8.12,0,0.66
305,106,2,4.22,3.65,8.38,0,0.68
320,106,4,3.6,3.86,9.22,1,0.8
349,116,4,4.59,4.87,9.87,1,0.98
306,104,1,1.75,3.72,8.3,0,0.67
318,102,3,3.13,3.22,7.99,0,0.62
330,112,3,3.75,4.04,9.04,1,0.81
303,106,3,3.72,3.85,8.44,0,0.67
317,107,3,4.38,4.38,8.79,1,0.77
318,111,4,3.27,3.58,8.85,1,0.76
327,110,3,3.48,3.49,8.7,1,0.77
330,121,4,4.9,4.32,9.51,1,0.9
309,105,3,4.01,3.81,8.28,0,0.66
316,107,3,3.83,3.8,8.68,1,0.75
309,99,3,3.14,4.25,8.24,0,0.67
311,103,2,2.28,3.41,8.42,0,0.66
319,105,3,2.4,2.8,8.56,1,0.69
311,104,3,3.57,2.91,8.32,0,0.67
319,105,2,2.51,2.82,8.59,1,0.69
301,103,2,3.4,2.84,8.28,0,0.61
330,113,5,4.62,5.0,9.04,1,0.87
307,107,3,3.17,2.46,8.4,0,0.65
310,104,3,3.04,2.74,8.74,1,0.72
317,106,4,4.54,3.56,8.63,1,0.71
313,112,4,4.32,4.01,9.03,1,0.78
308,103,3,1.13,2.71,8.13,0,0.64
317,104,2,3.31,2.66,8.66,0,0.68
320,112,5,4.91,4.44,10.08,1,0.93
307,99,2,1.33,0.9,7.76,0,0.51
317,106,3,3.56,4.3,8.3,1,0.71
300,96,2,1.49,2.45,7.74,0,0.55
317,108,2,3.57,3.68,8.39,1,0.69
305,105,3,3.08,3.02,8.15,0,0.65
298,98,2,3.81,3.1,7.63,0,0.54
315,109,6,4.59,4.18,8.83,1,0.79
329,115,4,4.2,5.09,9.4,1,0.91
311,105,3,3.5,2.97,8.69,1,0.69
305,101,4,2.98,3.76,8.37,0,0.66
312,102,3,2.74,3.2,8.46,0,0.67
302,110,2,3.55,2.75,7.74,0,0.57
302,106,2,1.76,2.9,8.31,0,0.66
328,113,4,3.82,3.4,9.1,1,0.81
336,116,4,4.24,4.67,9.68,1,0.93
303,101,3,2.75,2.75,8.08,0,0.59
306,100,1,1.75,2.75,7.96,0,0.57
310,100,1,1.97,1.23,8.37,0,0.62
303,99,2,2.94,2.64,8.08,0,0.6
311,105,4,3.4,3.82,8.58,1,0.73
309,103,3,3.06,2.56,8.26,0,0.65
295,100,3,2.24,2.52,7.38,0,0.51
314,101,2,2.31,1.86,8.25,0,0.63
306,101,3,2.41,2.57,8.27,0,0.64
321,111,3,3.81,2.99,8.89,1,0.75
323,107,4,3.04,2.86,9.05,1,0.79
